,conteudo
425,prezados choque horrios turmas noite normalmente nmero horrios noite so n n n n nmero opes fatalmente ocorram choques turmas optativas ofertadas observaes poderamos colocar horrios blocados porm propostas destes horrios outro detalhe uso horrios segundas quintas n traria conflitos turmas n turmas teras quintas n durante planejamento turmas acompanhando nmero turmas serem ofertadas horrio noturno nmero turmas pes noite dentre distribuio ficou n n n n blocado dia s disciplinas h fugimos superlotao horrio detrimento percebam devido nmero reduzido horrios problema conflito turmas aluno gostaria cursar variar outro entendi problema horrio diferente infelizmente situao apesar particular aluno acontecer casos conflitos especificos aps matricula rematricula matricula extraordinria faremos analise situao podemos minimizar situao entretanto peo observem situao plexa mecanismo prtico alocao horrios perfeito alunos
426,quase triplo solicitaes relao nmero vagas
427,giro nicas matrias so ofertadas n j fica ai fico opo desproporcional n opes n s
428,disciplinas optativas plica pra noturno s turmas so h obrigatrias noturno limita mximo sorte disciplinas caberia perfeitamente serem ofertada turmas n
429,choque horrios professores simplesmente aula noite
430,d matricular matria necessita corequisito porm turma aberto algum
431,design software ii
432,tambm queria existe possibilidade matricula disciplina corequisito j est aberto
433,up
435,design software ii equivalncia dim anlise projeto orientado objetos apoo apoo est sendo oferecida semestre acredito possvel substituir design software ii corequisito processos software
436,pedro falou vale preciso explicito corequisito acho provvel soluo problema frum imd equiv liberada dim h contrrio tambm vlido possibilidade pagar dim corequisito nenhum lp imd j suficiente pagla turma aberta dim uira kulesza t imd
437,ol pessoal criei tpico condensar informaes pertinentes contedos disciplinas tpicos segue informaes conforme repassadas professores responsveis imd tpicos especiais tecnologia informao ii n prof bruno santana resumo estudaremos arquitetura informao organizao recuperao informao putacionais h prrequisito obrigatrio vantagem noo modelagem dados diagrama classes modelo entidade relacionamento etc interao humanocomputador alunos cursos so j solicitaram matrcula alunos design engenharia mecatrnica engenharia software imd tpicos especiais internet coisas c prof wellington prrequisito cursado imd tpicos especiais internet coisas b ccna algum outro semestre resumo roteamento ospf conceitos bsicos segurana redes putadores controle acesso nat wan vpn ipsec projeto gerncia resoluo problemas redes corporativas virtualizao automao programabilidade redes imd tpicos especiais redes computadores prof gustavo leito resumo disciplina prticas devops visa proporcionar estudantes preenso prtica metodologias ferramentas pem abordagem devops longo curso participantes sero guiados conceitos fundamentais at implementao eficaz processos desenvolvimento integrao contnua entrega contnua cicd ambiente colaborao automao pleta informaes dim tpicos especiais engenharia software vi prof andr maurcio assunto frameworks javascript desenvolvimento frontend descrio disciplina objetivo apresentar desenvolvimento frontend aplicaes web usando diferentes ferramentas javascript proposta explorar profundidade funcionalidades recursos ferramenta permitir viso abrangente curso abordar ferramentas dentre seguintes react vue svelte angular funo preferncia turma curso dividido etapas primeiras trabalharo ferramentas escolhidas etapa seguinte explorar ferramentas atravs seminrios ltima etapa destinada elaborao projeto usando ferramentas escolhidas imd tpicos especiais produo jogos digitais prof andr brito resumo disciplina versar assunto design narrativas jogos objetivo apresentar tcnicas escrita criativa criao narrativas nolineares interativas precisam integradas coesa gameplay programao desenvolvimento artstico jogo requerem conjunto parado escrita mdias tradicionais ementa disciplina constituda seguintes tpicos conceito design narrativa narratologia x ludologia importncia narrativas jogos histrico narrativas jogos narrativa conceitos bsicos estruturas narrativas tipos narrativas criao personagens tipos papis personagens jogos desenvolvimento dilogos cenas construo mundo jogo escolhas agncia construo narrativas interativas nolineares criao quests misses ferramentas escrita narrativas desejvel alunos cursado alguma disciplinas iniciais jogos curso imd mecnicas balanceamento jogos imd fundamentos jogos digitais porm requisito obrigatrio
438,complementando mensagem coordenao imd tpicos especiais produo jogos digitais professores alyson souza charles madeira disciplina objetivo apresentao seminrios estimular debate assuntos interesse atual rea jogos digitais seminrios sero apresentados docentes discentes empreendedores nfase trabalhos desenvolvidos eou desenvolvimento venham conhecimentos adquiridos disciplinas linha produo jogos digitais bti possam integrarse prtica conhecimento significativo servir fato escolha profissional alunos turma executada auditrio b debates atualidades apresentao projetos incentivo criao equipes participao projetos game jams laboratrio jogos digitais educao gamelab imd unidade desenvolvedores jogos rn pong
439,matria obrigatria pes ciencia dados optativa pq
440,tambm gostaria
441,up
442,tambm
443,grade pes independente grade bacharelado disciplina grade implica caso especfico existe equivalencia c optativa bacharelado
444,ando disciplinas so equivalentes estrutura curricular tornese eletiva
445,edital n processo seletivo alunos regulares mestrado ppgemeca semestre ltimo dia inscries edital anexo orientaes candidatos solicitao inscrio ocorrer perodo sero ofertadas total vagas curso mestrado segue abaixo vagas sero destinadas demanda aberta ampla concorrncia sero destinadas capacitao interna servidores efetivos ativos ufrn sero destinadas atendimento pessoas pretas pardas indgenas ppi sero destinadas atendimento deficincia pcd esto aptos participar processo seletivo candidatos alunos regulares ativos programa psgraduao engenharia mecatrnica ufrn data perodo solicitao inscrio processo seletivo portadores diploma certificado declarao provvel concluinte semestre curso nvel superior reas cincias exatas carga horria igual superior horas realizar inscrio candidato preencher online formulrio inscrio disponvel sigaa integrado gesto atividades acadmicas ufrn encaminhar arquivos eletrnicos formato pdf documentos solicitados perodo inscrio acesso sigaa dever feito federal atravs processo seletivo mestrado posta etapas listadas abaixo seleo alunos regulares mestrado ppgemeca semestre homologao inscries solicitadas anlise histrico escolar currculo lattes prova escrita heteroidentificao etapa eliminatria candidatos optantes resultado candidatos alunos regulares podero candidatar receber bolsas mestrado medida bolsistas atuais conclurem mestrado distribuio bolsas obedece resoluo bolsas ppgemeca
446,ol pessoal partilhar oferta pes produo jogos digitais bti imd fundamentos jogos digitais turmas imd motores jogos digitais imd design nveis jogos imd jogos rede multiusurios imd projeto integrado produo jogos imd tpicos especiais produo jogos digitais design narrativas jogos imd tpicos especiais produo jogos digitais seminrios jogos digitais mus udio trilhas sonoras jogos dat tcnicas ilustrao storyboard turmas atenciosamente charles madeira
447,up
448,ol pessoal disciplina imd versar assunto design narrativas jogos ideia percorrer seguintes tpicos conceito design narrativa narratologia x ludologia importncia narrativas jogos histrico narrativas jogos narrativa conceitos bsicos estruturas narrativas tipos narrativas criao personagens tipos papis personagens jogos desenvolvimento dilogos cenas construo mundo jogo escolhas agncia construo narrativas interativas nolineares criao quests misses ferramentas escrita narrativas dependendo andamento turma ementa sofrer alguma adaptao ajuste dvidas mandar tmido mandar emailp abs
449,cara cara
450,up
451,up
452,up
453,prrequisitos andre voc enda algum conhecimento x
454,estarei l mestre
455,ento prrequisitos oficial nenhum desejado alguma desenvolvimento jogos pago alguma disciplinas iniciais mecnicas balanceamento fundamentos jogos desejado obrigatrio voc cursar pago disciplinas aulas fale algum conceito j abordado disciplinas nesses casos necessrio estudada disciplina
456,entrei bti semestre disciplina geometria euclidiana sido ofertada matrcula abriram turmas ge ponente obrigatrio reservas vagas esto listadas ingressantes gostaria necessrio pagar matria tendo vista j paguei fmc i possui prrequisito
457,up
458,up
459,up
460,queria tambm
461,up
462,algum noo professores poderiam fmc semestre j soube joo marcos
463,prezados alunos tendo vista questionamentos disciplina tpicos irei ministrar semestre seguem abaixo detalhes prrequisito cursado imd tpicos especiais internet coisas b ccna algum outro semestre caso contrrio matricule presencial remota presencial laboratrio redes computadores imd disciplina abordaremos contedo equivalente ccna mdulo curso cisco certified network associate conforme ementa abaixo ementa roteamento ospf conceitos bsicos segurana redes putadores listas controle acesso traduo endereos rede nat wan vpn ipsec qos gerncia redes corporativas projeto redes corporativas resoluo problemas redes corporativas virtualizao redes automao redes s
464,pessoal acredito frustrao pagaram disciplina concluir semestre histrico h carga horria eletiva visto perodo matrcula disciplina estrutura curricular equivalente h possa feito pagar probabilidade x concluir bti sendo equivalncia vigente perodo matrculas regular extraordinria rematrcula consta histrico
465,mesma dvida i q probabilidade equivalente pi pi equivalente probabilidade pi n aproveitar probabilidade contrrio possvel plicado kkk
466,up
467,up tsi
468,up
469,reunio estudantes levantar pauta
470,up
471,up
472,consultar disciplina imd probabilidade estrutura curricular curso est constando disciplina imd probabilidade inferncia disciplina equivalente tambm consta l incio vigncia equivalncia deu pessoal problemas pra conseguir equivalncia conseguiu resolver
