,0
4906,urgente mudanças ênfase
4911,planos curso
4914,urgente formandos bti
4917,reingresso º ciclo
4922,disciplinas pes
4926,eleição daal
4928,programa estágio g trigueiro
4929,formandos ti
4931,importante procedimentos assinatura contrato estágio
4935,votação escolha representante discente
4936,demandas disciplinas bcc bticomputação
4973,pesquisa cultura empreendedora
4981,ingresso ciclo início
4985,convite huawei ict job fair feira online estágio emprego
4986,imd promove ª edição cine metrópole
4987,projeto internacional iris brasil
4991,ª oficina ideação ideias problemas reais
4992,sono
4993,vagas voluntário projeto pesquisa
4994,importante datas inscrição eleição representante discente colegiado bti
4995,seminário discute cotas étnicoraciais ufrn
4996,importante dia inscrições chapas representantes discentes
4997,atendimento psicológico online
4998,oficina ideação ideias problemas reais
5001,coordenação eleição representante discente
5003,x sbesc isenção inscrição participação escola sistemas embarcados
5004,eleição representante discente colegiado bti
5005,coordenação bti
5006,joguem joguinho ajudem pesquisa
5007,inscrições maratona programação
5008,oportunidade bolsa ti museu câmara cascudo
5009,abertas inscrições ª edição concurso campus mobile
5011,estudante experiência procura empregoestágio
5015,vi workshop npiti
5017,vaga desenvolvedor python startup surfmappers
5018,programa trainee kora saúde inscrições abertas
5019,abertura laboratório estudos
5021,imd seleciona ª turma curso gratuito tecnologias utilizadas huawei
5022,eleição coordenação bti
5023,agile talks certificado participação
5025,desafio gameedu
5026,programa caminhos imd oferece vagas cursos gratuitos ti
5027,processos seleção monitores abertos
5029,vi workshop ii simpósio pesquisa inovação tecnologia informação npiti imd
5034,vaga expert interação sup dispositivos móveis
5036,vaga estágio desenvolvimento web
5040,solicitações realização prova proficiência imd linguagem programação i
5043,solicitações prova proficiência imd introdução técnicas programação
5046,vaga estágio envio cv hoje
5047,solicitações realização prova proficiência imd fundamentos jogos digitais
5048,solicitações realização prova proficiência imd desenvolvimento sistemas web i
5049,chamada trabalhos vi workshop npiti
5050,solicitações prova proficiência imd práticas leitura escrita portugues i
5051,solicitações prova proficiência imd técnicas avançadas motores jogos digitais
5052,solicitações realização prova proficiência imd linguagem programação ii
5053,solicitações realização prova proficiência imd sistemas operacionais
5054,solicitações realização prova proficiência imd redes computadores
5055,solicitações proficiência imd prática leitura escrita português ii
5056,solicitações realização prova proficiência pensamento computacional imd
5057,solicitações realização prova proficiência imd teoria circuitos elétricos
5058,solicitações realização prova proficiência imd geometria euclidiana
5059,solicitações realização prova proficiência imd analise combinatoria
5060,solicitações realização prova proficiência imd estruturas dados básicas i
5061,solicitações realização prova proficiência imd tecnologia informação sociedade
5062,solicitações p prova proficiência imd administração serviços redes internet
5063,solicitações realização prova proficiência imd matemática elementar
5064,solicitações realização prova proficiência imd desenvolvimento sistemas web ii
5065,solicitações realização prova proficiência imd banco dados
5066,solicitações realização prova proficiência imd estruturas dados básicas ii
5067,solicitações p realização prova proficiência imd prática leitura escrita inglês
5068,solicitações realização prova proficiência imd ingles nivel basico
5069,seleção bolsista curso pedagogia presencial centro educação
5070,programa internacional bolsas estudo chevening
5071,edital seleção mestrado profissional ti imdufrn
5072,consulta unidade estudantil computação
5073,pesquisa sendo realizada laire
5075,dispensa componentes curriculares proficiência
5091,desenvolvedor python
5092,oportunidade bolsa jogos desenvolvimento web
5094,oportunidade bolsa técnico npitiimd
5097,trabalhar logique sistemas vagas
5098,processo seletivo tutores disciplina dim algoritmo programação computadores
5099,abertas inscrições tutoria ferramentas disciplinas usam deep learning
5100,processo seletivo
5101,guia estudantes retomada aulas período letivo formato remoto
5106,programa estágio fi
5108,oportunidade estágio estudantes período
5110,seleção bolsa portal disciplinas imd
5114,adiamento prazo rematrícula dia
5119,estágios unirn
5120,divulgação planos curso
5130,avaliação ensino remoto semestre
5133,empreendedorismo gorn online inscrições abertas gratuito
5134,bolsa ic
5135,eventos alunos pretendem cursar matemática elementar
5136,duvidas turmas remotas
5137,seleção monitor pensamento computacional introdução técnicas programação
5138,seleção bolsista iniciação científica
5139,seleção bolsista pibic
5141,bolsa projeto sigsaúde
5142,oportunidade bolsa ic edital
5144,oportunidade bolsa iniciação científica indicar interesse
5145,avalie semestre
5146,competição nacional sistemas embarcados etapas virtuais
5147,maratona behind the code
5148,seleção monitoria matemática elementar
5150,webinar ansiedade
5151,processo seletivo auxílio instrumental edital proaeufrn
5152,coursera
5168,resolução n bti plementares bti durante portaria n r
5169,seleção discentes petccufrn
5170,seleção discentes petciência computação ufrn
5173,vaga estágio remoto sociedade brasileira computação
5174,vaga supervisor suporte técnico
5175,plenária retorno
5178,wevond procura estagiário frontend
5181,vaga estagio desenvolvimento suporte
5182,planos curso disciplinas ofertadas semestre suplementar
5223,matrícula edb semestre suplementar
5228,edital funpec
5229,oportunidade estágio ícone energia
5230,levantamento disciplinas
5238,encontro virtual bcc coordenação bcc período
5245,processo seletivo equipe carkará
5247,live proposta ufrn
5248,women tech global conference june virtual inscrição gratuita link
5249,pesquisa desintegração transporte público região metropolitana natal
5251,imdufrn intra póscovid live alternativas retorno aulas
5252,live c prof dennys
5254,permuta turno mt nt
5255,formulário discentes atividades ensino online
5256,suspensão aulas
5269,links materiais informações covid relacionados deficiência
5270,camisas bti
5283,atendimento durante paralisação
5284,suspensão atendimento plantão psicológico imd
5289,comunicado importante aulas coronavírus
5292,permuta turno mt nt
5300,resultado processo seletivo vagas alunos graduação cecaneufrn
5301,futebol interativo lança programa jovens talentos
5302,resultado eleição representantes discentes colegiado bcc
5303,formandos ti
5304,etapa entrevista processo seletivo vagas alunos graduação cecaneufrn
5305,seleção talentos
5306,eleição representantes discentes colegiado bcc
5310,mesa redonda petcc
5313,oportunidade bolsa extensão
5315,acolhimento alunos ingressantes bti
5319,processo seletivo bolsa remunerada ti
5322,bolsa extensão pra ferramenta tableau
5325,abertas inscrições eleição representantes discentes colegiado bcc
5326,monitores voluntários proeidi projeto extensão inclusão digital idosos
5331,oportunidade voluntária portal biodiversidade chalcidoidea
5338,pedidos deferidos realização prova proficiência prática leitura inglês imd
5340,solicitações realização prova proficiência práticas leitura escrita português
5342,solicitações prova proficiência tecnologia informação sociedade imd
5343,solicitações realização prova proficiência matemática elementar imd
5346,solicitações realização prova proficiência análise combinatória imd
5347,solicitações realização prova proficiência geometria euclidiana imd
5348,abertura turma imd introdução técnicas programação
5387,aula arquitetura computadores tópicos especiais internet coisas b
5391,pagow reembolsos corporativos fintech potiguar abre vaga estágio
5392,seleção bolsistas sinfo
5396,oportunidade emprego interjato desenvolvedor full stack
5397,vaga emprego empresa desenvolvimento sistemas
5398,vaga emprego programador web mobile clt
5401,seleção estágio
5402,oportunidade emprego inovall backend
5403,oportunidade emprego inovall frontend
5404,oportunidade emprego inovall data mining
5405,fmc i
5423,btn solucoes vaga estagio
5424,atenção turmas rematrícula
5431,indeferido
5440,oportunidade participação projeto alunos
5441,vaga programador mobile
5442,preciso alguém turno noturno pra trocar igo
5443,oportunidade estágio vagas mineração dadospython frontendreact
5444,v encontro computação oeste potiguar
5445,dat personagens narrativas jogos
5446,cursos curta duração bioinformática
5448,imd tópicos especiais internet coisas b
5449,disciplina imd tópicos especiais tecnologia informação ix
5450,urgente mudança horários turmas
5451,oportunidades estágios ale combustíves
5452,conhecimentos necessários dim visão computacional
5453,seleção bolsista
5454,mudança ênfase
5456,horário secretaria durante férias
5457,levantamento demanda ponentes putação
5482,processo seletivo ppgbioinfo específico pesquisadores vinculados empresas
5488,dia horas b inovação desenvolvimento papel universidade
5490,edital reingresso º ciclo bes bcc
5492,inscrições ciclo
5493,alunos bcc btiênfase computação
5495,chamada seleção bolsista ti
5496,aplicação formulário pesquisa tese
5497,oportunidade estágio design gráfico
5499,edital residência ti inscrições
5501,workshop aprendizado máquina aplicado dados câncer
5502,ação extensão
5503,oportunidade estágio infraestrutura
5504,oportunidade estágio redes
5505,oportunidade estágio design documentação
5506,oportunidade estágio banco dados
5507,oportunidade estágio técnico informática
5508,oportunidade estágio webdesign
5510,eleição coordenação bcc
5511,evento update
5513,unity leigos
5515,sugestões minicursos daal promover
5537,evento extensão biologia sistêmica câncer bsc
5538,palestra railway digital continuity
5542,importante levantamento demanda disciplinas bes btids
5543,convite exclusivo alunas cursos tecnologia ufrn
5544,edital seleção mestrado profissional ti imdufrn
5545,sbesc ladc embedded systems competition imd
5546,divulgação filme alphago
5549,permuta horário
5552,publicado edital seleção mestrado profissional tecnologia informação
5553,processo griaule seletivo
5554,biome abre edital bolsista
5555,v workshop npiti
5559,competição ciência dados ufrn
5560,biome abre inscrições cursos curta duração bioinformática
5562,temas pesquisa professores dimap imd demandas ti setores ufrn
5570,posse gestão daal
5571,caravana
5572,resultado eleição daal
5573,programa centelha
